"termino","estimacion","error_estandar_hc1","estadistico_t","p_valor","n_observaciones"
"(Intercept)",3.09273513092561,0.604799285503977,5.11365539783739,3.15983577359788e-07,1101
"alta_exposicionTRUE",0.0901551391518942,0.307088816685223,0.29358001416348,0.769078849519286,1101
"ipm_dnp",0.139714968716755,0.00850894906293156,16.419767903584,1.38093935025515e-60,1101
"ha_coca",0.000236111752796758,0.000196829032817231,1.19957787434745,0.23030332379834,1101
"pdet",1.43734944027816,0.353761907001188,4.06304187034286,4.84373369801151e-05,1101
"cat_ruralidadIntermedio",-0.332348597976566,0.307583955838597,-1.08051343923467,0.279913605483427,1101
"cat_ruralidadRural",-0.705617393202606,0.363173920509257,-1.94291867712627,0.0520259848915455,1101
"cat_ruralidadRural disperso",-0.875112068717413,0.432236719449384,-2.02461297094841,0.0429071213017602,1101
"pct22_fajardo",-0.189309501183971,0.123540631977482,-1.53236630049356,0.125432068576629,1101
