"alta_exposicion","n_municipios","pct22_2v_petro_media","pct26_cepeda_media","cambio_pp_medio"
FALSE,937,40.5679028362509,40.4385881623394,-0.15967926644947
TRUE,185,57.2242974994425,56.4435691092669,-0.780728390175647
