"alta_exposicion","n_municipios","participacion_1v_media","participacion_2v_media","cambio_participacion_pp_medio"
FALSE,937,54.8727729480807,62.8240734641805,7.95130051609981
TRUE,185,52.2294046288756,61.2060064537022,8.97660182482653
