"cod_dane","municipio","departamento","municipio_std","departamento_std","nombre_municipio","cn_censo_electoral","se_censo_electoral","cn_votantes","se_votantes","cn_votos_validos","se_votos_validos","cn_votos_blancos","se_votos_blancos","cn_votos_nulos","se_votos_nulos","cn_abstencion","se_abstencion","cn_participacion","se_participacion","se_cn_ratio","se_cn_brecha","se_partido_ganador","se_votos_ganador","se_votos_segundo","se_margen","se_HHI","se_ENP","se_total_votos","se_indice_autonomia","se_indice_competencia","se_indice_periferia","se_indice_captura","se_lisa_captura","se_lisa_periferia","se_cluster_tipo","ca_votos_totales","ca_partido_ganador","ca_votos_ganador","ca_votos_segundo","ca_n_partidos","ca_HHI","ca_margen","cn_coalicion","cn_fvida","cn_gran","p22_votos_totales","p22_ganador","p22_votos_ganador","p22_votos_segundo","p22_HHI","p22_margen","p22_petro","p22_fico","p22_rodolfo","p22_fajardo","p22_betancourt","p22_gomez","p22_perez","p22_milton","fiscal_multas","fiscal_responsabilidades","fiscal_disciplinares","fiscal_penales","p18_mesas","p18_total_mesas","p18_votantes","p18_votos_validos","p18_votos_blancos","p18_votos_nulos","p18_votos_no_marcados","p18_duque","p18_petro","p18_fajardo","p18_vargas","p18_delacalle","p18_blanco","p18_morales","p18_trujillo","p18_votos_totales","p18_ganador","p18_HHI","s18_mesas","s18_total_mesas","s18_votantes","s18_votos_validos","s18_votos_blancos","s18_votos_nulos","s18_votos_no_marcados","s18_duque","s18_petro","s18_votos_totales","s18_ganador","s18_margen","pv_subperiodo_1","pv_subperiodo_2","pv_subperiodo_3","pv_total","ct_subperiodo_1","ct_subperiodo_2","ct_subperiodo_3","ct_total","dm_subperiodo_1","dm_subperiodo_2","dm_subperiodo_3","dm_total","idx_exposicion","alta_exposicion","anio","mesas_total_2v2026","mesas_escrutadas_2v2026","censo_2v2026","votantes_2v2026","votos_validos_2v2026","votos_nulos_2v2026","votos_no_marcados_2v2026","votos_blanco_2v2026","votos_2v2026_abelardo_de_la_espriella","votos_2v2026_ivan_cepeda_castro","tipologia_d2"
"20400","La Jagua De Ibirico","Cesar","LA JAGUA DE IBIRICO","CESAR","LA JAGUA DE IBIRICO",32951,32951,3645,17879,2447,16660,0,334,495,759,0.88938120239143,0.457406452004491,0.11061879760857,0.542593547995509,4.90507544581619,0.431974750386938,"Cambio Radical",5190,4587,0.037018847074713,0.218555793075185,4.57549070619232,16289,0.753709063481034,0.701197086071687,0.53405153666086,0.250506691705895,"No significativo","No significativo","Democracia competitiva",16659,"Partido_104",4377,4318,65,0.218162854462846,0.00354162914940873,674,2190,15048,15549,"Gustavo Petro",9584,3594,0.445465040755585,0.385233777091774,9584,1613,3594,180,3,26,5,544,1,0,8,1,72,72,14974,14469,216,262,27,2901,8193,647,2387,103,18,101,119,14974,"Gustavo Petro",0.39021559009901,72,72,15097,14507,334,243,13,5108,9399,14507,"Gustavo Petro",0.295788240159923,0,1,0,1,0,1,0,1,0,0,0,0,2,FALSE,2026,97,97,32766,19325,19096,212,17,229,7012,11855,"conflicto_activo"
"20045","Becerril","Cesar","BECERRIL","CESAR","BECERRIL",19915,19915,2134,12352,1481,11041,0,186,191,693,0.892844589505398,0.379763996987196,0.107155410494602,0.620236003012804,5.78819119025305,0.513080592518202,"Pacto Histórico",2538,2514,0.00227380388441497,0.169678593620163,5.89349533529589,10555,0.731077560227623,0.809004721318137,0.460945251742525,0.272031122279347,"No significativo","No significativo","Dominio partidista",10703,"Partido Conservador Colombiano",3706,3163,65,0.25566892090364,0.0507334392226479,684,1125,8226,7106,"Gustavo Petro",4485,1676,0.466203544429419,0.395299746692936,4485,778,1676,84,4,12,1,66,0,0,8,2,43,43,7422,7195,114,99,14,1967,3971,329,803,55,11,22,37,7422,"Gustavo Petro",0.393985631091779,43,43,7628,7400,125,89,14,2750,4650,7400,"Gustavo Petro",0.256756756756757,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,60,60,20407,11283,11191,77,15,117,4109,6965,"corredor"
"20013","Agustín Codazzi","Cesar","AGUSTIN CODAZZI","CESAR","AGUSTIN CODAZZI",54423,54423,9088,30266,6890,27642,0,593,762,1554,0.83301177810852,0.443874832331918,0.16698822189148,0.556125167668082,3.33032570422535,0.389136945776602,"Pacto Histórico",5143,4461,0.0258774426105103,0.133063502105445,7.51520878510743,26355,0.864224724812579,0.846498936997391,0.491073404471948,0.135489373849099,"No significativo","No significativo","Democracia competitiva",27196,"Partido Conservador Colombiano",9142,5241,65,0.203314378724833,0.143440211795852,1294,9740,38655,22388,"Gustavo Petro",11115,5439,0.348011098239827,0.25352867607647,11115,4532,5439,661,12,54,4,571,0,0,4,1,116,116,21953,21276,295,317,65,9867,7205,1269,2626,139,27,49,94,21953,"Iván Duque",0.348614100497314,116,116,21623,21002,358,239,24,11874,9128,21002,"Iván Duque",0.130749452433102,0,0,1,1,0,0,1,1,0,0,0,0,2,FALSE,2026,155,155,54027,30494,30215,220,59,309,12009,17897,"corredor"
"20443","Manaure Balcón Del Cesar","Cesar","MANAURE BALCON DEL CESAR","CESAR","MANAURE BALCON DEL CESAR (MANA",9357,9357,1505,5601,1179,5206,0,73,138,238,0.839157849738164,0.401410708560436,0.160842150261836,0.598589291439564,3.72159468438538,0.437747141177728,"Partido de la U",1621,814,0.157740422204848,0.171537835889918,5.82961767479528,5116,0.798286648303043,0.732607201620925,0.453346782010753,0.196897103845461,"No significativo","No significativo","Democracia competitiva",5277,"Partido Conservador Colombiano",1674,1372,65,0.228217719934,0.0572294864506348,226,630,8460,4545,"Gustavo Petro",2135,1346,0.350914761443141,0.173597359735974,2135,934,1346,66,1,16,3,44,0,0,0,1,23,23,4077,4008,33,31,5,1759,1426,225,546,25,7,5,15,4077,"Iván Duque",0.340958116202724,23,23,4249,4158,58,31,2,2382,1776,4158,"Iván Duque",0.145743145743146,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,30,30,9290,5952,5903,39,10,41,2892,2970,"conflicto_activo"
"20621","La Paz","Cesar","LA PAZ","CESAR","LA PAZ",23907,23907,3597,13275,2690,12247,0,202,267,730,0.849541975153721,0.444723302798344,0.150458024846279,0.555276697201656,3.69057547956631,0.404818672355377,"Cambio Radical",3073,2578,0.0412362545818061,0.16329524336051,6.12387709170609,12004,0.832462288841081,0.775915839916563,0.500665400368211,0.168253488153862,"No significativo","Low-Low","Democracia competitiva",12173,"Partido Conservador Colombiano",4674,2897,65,0.250588335909705,0.145978805553274,434,1615,19350,9916,"Rodolfo Hernández",3365,3337,0.314699750595604,0.00282371924162969,3337,2906,3365,137,5,18,4,144,0,0,24,0,57,57,9593,9391,101,86,15,5048,2493,389,1301,78,40,16,26,9593,"Iván Duque",0.380405441238307,57,57,9745,9515,158,60,12,6483,3032,9515,"Iván Duque",0.362690488702049,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,71,71,23752,13230,13153,69,8,113,7943,5097,"conflicto_activo"
"44420","La Jagua Del Pilar","La Guajira","LA JAGUA DEL PILAR","LA GUAJIRA","LA JAGUA DEL PILAR",5137,5137,500,3690,414,3539,0,25,31,79,0.90266692622153,0.281681915514892,0.0973330737784699,0.718318084485108,7.38,0.620985010706638,"Partido de la U",2086,429,0.477109127555428,0.393837649643762,2.53911732640221,3473,0.458661847307305,0.500282196145994,0.371484474778809,0.533217898489716,"No significativo","No significativo","Captura territorial",3664,"Partido de la U",3110,295,65,0.729551871388799,0.768286026200873,62,235,3024,1843,"Gustavo Petro",1114,452,0.441130949945078,0.359196961475855,1114,452,228,28,0,3,1,17,0,0,0,0,12,12,1819,1777,17,20,5,494,821,46,377,28,1,0,10,1819,"Gustavo Petro",0.336699571115824,12,12,2066,2027,31,6,2,959,1068,2027,"Gustavo Petro",0.0537740503206709,0,0,0,0,0,0,0,0,0,0,1,1,0,FALSE,2026,16,16,5367,3085,3065,15,5,24,1248,1793,"conflicto_activo"
"44855","Urumita","La Guajira","URUMITA","LA GUAJIRA","URUMITA",9448,9448,1577,6460,1180,6229,0,56,163,159,0.833086367485182,0.316257408975445,0.166913632514818,0.683742591024555,4.09638554216868,0.516828958509738,"Partido Conservador Colombiano",1961,1960,0.00017250301880282,0.253648325769972,3.94246639304403,5797,0.795047914584416,0.747245282862648,0.367930247324252,0.213156452024378,"No significativo","No significativo","Democracia competitiva",5612,"Partido de la U",3167,1165,65,0.384851992141877,0.356735566642908,176,1095,7857,5049,"Gustavo Petro",3109,1312,0.458101102363799,0.355912061794415,3109,1312,536,44,0,6,2,40,0,0,40,0,24,24,4507,4425,48,31,3,1391,2466,197,253,62,2,3,51,4507,"Gustavo Petro",0.414966784768106,24,24,4959,4810,76,72,1,1951,2859,4810,"Gustavo Petro",0.188773388773389,0,0,0,0,0,0,0,0,0,1,1,2,0,FALSE,2026,28,28,9383,6239,6219,16,4,65,2398,3756,"conflicto_activo"
"44874","Villanueva","La Guajira","VILLANUEVA","LA GUAJIRA","VILLANUEVA",20650,20650,3030,11656,2338,10838,0,161,305,533,0.853268765133172,0.435544794188862,0.146731234866828,0.564455205811138,3.84686468646865,0.41772397094431,"Partido Conservador Colombiano",3372,2763,0.0581717451523546,0.21011512038768,4.75929575251375,10469,0.806019260300499,0.710162157668467,0.493783748374605,0.19660189590511,"No significativo","No significativo","Democracia competitiva",10384,"Partido de la U",5539,2222,65,0.3635821288411,0.31943374422188,592,1440,15786,9116,"Gustavo Petro",4914,2329,0.387799318462001,0.283567354102677,4914,2329,1621,150,5,30,4,63,0,0,4,0,48,48,9043,8828,87,102,26,4225,3616,412,380,130,14,15,36,9043,"Iván Duque",0.401093397680774,48,48,9850,9584,157,102,7,5185,4399,9584,"Iván Duque",0.0820116861435726,1,0,0,1,0,0,0,0,0,1,2,3,1,FALSE,2026,59,59,20312,11955,11835,109,11,121,5397,6317,"conflicto_activo"
"44110","El Molino","La Guajira","EL MOLINO","LA GUAJIRA","EL MOLINO",8988,8988,854,5590,684,5312,0,60,52,166,0.904984423676013,0.378059635068981,0.0950155763239875,0.621940364931019,6.54566744730679,0.526924788607032,"Partido de la U",2196,537,0.455144032921811,0.400272090410789,2.49830059091486,3645,0.506004510176637,0.466608533057531,0.465743044807771,0.487392660435196,"No significativo","No significativo","Captura territorial",5113,"Partido de la U",2620,1845,65,0.400234305708014,0.151574418149814,132,410,4824,3755,"Gustavo Petro",1874,1304,0.387863922227088,0.151797603195739,1874,1304,504,47,1,7,0,18,0,0,0,0,20,20,3714,3634,33,41,6,1395,1351,127,614,107,14,9,17,3714,"Iván Duque",0.316233826615809,20,20,3812,3716,61,33,2,1984,1732,3716,"Iván Duque",0.0678148546824543,0,0,0,0,0,0,0,0,0,0,1,1,0,FALSE,2026,27,27,9208,5240,5207,31,2,40,2456,2711,"conflicto_activo"
"44650","San Juan Del Cesar","La Guajira","SAN JUAN DEL CESAR","LA GUAJIRA","SAN JUAN DEL CESAR",37031,37031,6261,22583,4989,21478,0,325,497,723,0.830925440846858,0.39015959601415,0.169074559153142,0.60984040398585,3.60693180003194,0.440765844832708,"Partido de la U",8257,3765,0.220304070622854,0.228353545297787,4.37917440123796,20390,0.771235522110219,0.644924506493674,0.438117487793553,0.224088966159341,"No significativo","No significativo","Democracia competitiva",19900,"Partido de la U",10007,5508,65,0.342450135097599,0.22608040201005,826,4305,33435,16271,"Gustavo Petro",6398,5412,0.328761162689861,0.0605986110257513,6398,5412,4092,249,5,36,1,78,0,0,12,0,96,96,16594,16193,194,182,25,9444,5017,778,528,241,129,25,31,16594,"Iván Duque",0.439730488218008,96,96,17534,17125,253,137,19,11368,5757,17125,"Iván Duque",0.327649635036496,1,3,0,4,1,2,0,3,0,1,1,2,7,TRUE,2026,114,114,36558,22336,22176,141,19,219,12729,9228,"corredor"
"44279","Fonseca","La Guajira","FONSECA","LA GUAJIRA","FONSECA",32543,32543,3360,18803,2537,17805,0,327,312,540,0.896751989675199,0.422210613649633,0.103248010324801,0.577789386350367,5.59613095238095,0.474541376025566,"Partido de la U",4430,3047,0.0850448899274382,0.167687572826839,5.9634711335028,16262,0.720309799036205,0.759987433049869,0.503990616922235,0.278402577882999,"No significativo","No significativo","Dominio partidista",16621,"Partido de la U",7186,3223,65,0.265126273919062,0.238433307261898,592,2715,15282,14313,"Gustavo Petro",9396,2387,0.480483359017212,0.489694683155174,9396,2387,2091,202,8,36,4,189,1,1,16,0,74,74,13672,13321,195,123,33,3771,7650,712,707,369,25,18,69,13672,"Gustavo Petro",0.416406758715591,74,74,14193,13830,221,124,18,5065,8765,13830,"Gustavo Petro",0.267534345625452,1,2,0,3,1,1,0,2,0,1,0,1,5,TRUE,2026,99,99,32395,18996,18896,92,8,190,5855,12851,"conflicto_activo"
"44078","Barrancas","La Guajira","BARRANCAS","LA GUAJIRA","BARRANCAS",27343,27343,3542,16674,2542,15453,0,190,319,817,0.870460446915115,0.390191273817796,0.129539553084885,0.609808726182204,4.70750988142292,0.480269173097319,"Partido Liberal Colombiano",5057,3161,0.128333558954921,0.225464192974428,4.43529407844118,14774,0.738378197218539,0.68551564054722,0.459130330595273,0.261528220518099,"No significativo","No significativo","Dominio partidista",15148,"Partido Conservador Colombiano",7521,4772,65,0.367270185294026,0.18147610245577,586,2640,15489,10262,"Gustavo Petro",6941,1552,0.501816432086999,0.525141297992594,6941,1493,1552,130,5,26,2,113,0,0,2,0,69,69,9841,9609,98,113,21,2681,5801,414,526,121,10,13,43,9841,"Gustavo Petro",0.447338938768736,69,69,10529,10289,156,77,7,3524,6765,10289,"Gustavo Petro",0.314996598308874,1,0,2,3,1,0,2,3,0,0,3,3,6,TRUE,2026,82,82,27356,15626,15559,59,8,100,4620,10839,"conflicto_activo"
"44378","Hatonuevo","La Guajira","HATONUEVO","LA GUAJIRA","HATONUEVO",16449,16449,1860,9432,1143,8820,0,166,237,274,0.886923217216852,0.426591282144811,0.113076782783148,0.573408717855189,5.07096774193548,0.460331935072041,"Partido Conservador Colombiano",2711,2250,0.0615569501936173,0.263735848942895,3.79167263005085,7489,0.725286703332084,0.66813921431013,0.503002670453826,0.280344095818807,"No significativo","No significativo","Dominio partidista",8179,"Partido Conservador Colombiano",3622,2356,65,0.315906273138047,0.154786648734564,332,1400,6273,6266,"Gustavo Petro",4533,813,0.554711594876325,0.593680178742419,4533,813,748,63,7,19,2,81,5,0,0,0,40,40,6127,5904,73,49,101,1554,3627,208,383,77,15,18,22,6127,"Gustavo Petro",0.452323415616439,40,40,6491,6351,77,56,7,2139,4212,6351,"Gustavo Petro",0.326405290505432,1,0,0,1,1,0,0,1,1,2,0,3,2,FALSE,2026,48,48,16408,8881,8839,28,14,60,2343,6436,"conflicto_activo"
"44035","Albania","La Guajira","ALBANIA","LA GUAJIRA","ALBANIA",21600,21600,1532,12036,995,11091,0,242,201,500,0.929074074074074,0.442777777777778,0.0709259259259259,0.557222222222222,7.85639686684073,0.486296296296296,"Partido de la U",1655,1506,0.0269196025293586,0.22140635799613,4.51658213002843,5535,0.601325490899433,0.708873883826148,0.540997255128829,0.403581546673075,"No significativo","No significativo","Dominio partidista",10768,"Partido Conservador Colombiano",4575,3699,65,0.322779929359789,0.0813521545319465,280,1040,5823,7687,"Gustavo Petro",5609,960,0.559680764090433,0.604787303239235,5609,960,805,122,3,22,6,160,0,0,10,1,48,48,7710,7508,69,97,36,2044,4859,343,145,76,8,18,15,7710,"Gustavo Petro",0.495525710242231,48,48,8205,8002,97,98,8,2796,5206,8002,"Gustavo Petro",0.301174706323419,1,2,0,3,0,0,0,0,0,3,4,7,3,TRUE,2026,65,65,22201,12044,11907,103,34,70,2924,8913,"conflicto_activo"
"44430","Maicao","La Guajira","MAICAO","LA GUAJIRA","MAICAO",143165,143165,13674,65143,10021,59447,0,1967,1285,2621,0.904487828729089,0.544979569028743,0.0955121712709112,0.455020430971257,4.76400468041539,0.359508259700346,"Partido de la U",19400,8089,0.218891512172466,0.200712520102728,4.98225023276168,51674,0.719375045722451,0.607521845732637,0.626598988822184,0.274380812795594,"High-High","No significativo","Periferia democrática",58243,"Partido de la U",24789,9819,65,0.246704749657518,0.2570265954707,2158,10890,60876,39087,"Gustavo Petro",20206,8890,0.366604706528909,0.289508020569499,20206,8890,8477,699,51,89,25,650,1,1,24,0,313,313,38543,37270,582,557,134,16722,14638,1926,2830,619,260,129,146,38543,"Iván Duque",0.364302772054254,313,313,41492,40327,713,411,41,22370,17957,40327,"Iván Duque",0.109430406427456,7,10,3,20,6,9,3,18,7,10,1,18,38,TRUE,2026,401,401,141996,62729,62127,484,118,747,26067,35313,"produccion_intensiva"
"44847","Uribia","La Guajira","URIBIA","LA GUAJIRA","URIBIA",129879,129879,4367,54629,2462,46620,0,1054,425,3005,0.96637639649212,0.579385427975269,0.0336236035078804,0.420614572024731,12.5095030913671,0.38699096851685,"Partido Conservador Colombiano",12422,7998,0.154296875,0.282926608105095,3.53448552151922,28672,0.410364727523366,0.553172883543659,0.692655139050948,0.591612537646118,"High-High","No significativo","Captura territorial",45981,"Partido Conservador Colombiano",23582,15013,65,0.375358129255981,0.186359583306148,662,2315,15012,13701,"Gustavo Petro",7033,4178,0.377046702239394,0.208378950441574,7033,4178,1942,243,64,125,22,94,3,0,40,1,286,286,18344,17439,169,531,205,6839,4575,361,5195,262,32,87,88,18344,"Iván Duque",0.312065132616417,286,286,20287,19556,188,470,73,13220,6336,19556,"Iván Duque",0.352014726938024,4,5,5,14,4,1,4,9,0,5,4,9,23,TRUE,2026,385,385,131218,37678,36713,719,246,318,14052,22343,"periferico"
"91798","Tarapacá","Amazonas","TARAPACA","AMAZONAS","TARAPACA",1602,1602,86,666,61,536,0,16,1,9,0.946317103620474,0.584269662921348,0.0536828963795256,0.415730337078652,7.74418604651163,0.362047440699126,"Partido Liberal Colombiano",224,31,0.517426273458445,0.383881146274321,2.6049729446348,373,0.432178088860626,0.358281563242562,0.686723654393833,0.557026519006857,"High-High","No significativo","Captura territorial",725,"Partido_53",401,275,60,0.452301545778835,0.173793103448276,24,60,333,398,"Gustavo Petro",229,138,0.454230953763794,0.228643216080402,229,21,138,1,4,2,1,2,0,0,0,0,4,4,369,355,9,3,2,95,174,21,52,11,0,0,2,369,"Gustavo Petro",0.337798055941282,4,4,432,420,7,3,2,146,274,420,"Gustavo Petro",0.304761904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,5,5,1607,621,612,8,1,24,132,456,"periferico"
"91263","El Encanto","Amazonas","EL ENCANTO","AMAZONAS","EL ENCANTO",770,770,51,435,33,352,0,7,0,9,0.933766233766234,0.435064935064935,0.0662337662337662,0.564935064935065,8.52941176470588,0.498701298701299,"Partido Liberal Colombiano",247,15,0.778523489932886,0.693054366920409,1.44288824618984,298,0.231880219442691,0.260264380175139,0.53604268449254,0.762191697656624,"High-High","No significativo","Captura territorial",388,"Partido_53",209,152,60,0.448121479434584,0.146907216494845,10,20,216,276,"Gustavo Petro",168,62,0.431605755093468,0.384057971014493,168,62,24,14,6,1,1,0,0,0,0,0,3,3,308,303,3,2,0,50,190,14,39,8,0,1,1,308,"Gustavo Petro",0.439858837368885,3,3,296,288,3,2,3,107,181,288,"Gustavo Petro",0.256944444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,3,3,760,300,294,6,0,3,31,260,"periferico"
"91536","Puerto Arica","Amazonas","PUERTO ARICA","AMAZONAS","PUERTO ARICA",544,544,15,274,13,257,0,4,0,1,0.972426470588235,0.496323529411765,0.0275735294117647,0.503676470588235,18.2666666666667,0.476102941176471,"Partido Liberal Colombiano",155,34,0.57345971563981,0.569281911906741,1.75659893470112,211,0.217006575372675,0.333471443483287,0.615690557854623,0.780313127711371,"High-High","High-High","Captura territorial",295,"Partido Liberal Colombiano",140,123,60,0.40819304797472,0.0576271186440678,4,5,90,152,"Gustavo Petro",94,27,0.44165512465374,0.440789473684211,94,25,27,2,3,1,0,0,0,0,0,0,2,2,146,146,0,0,0,32,98,4,6,5,0,0,1,146,"Gustavo Petro",0.502251829611559,2,2,145,142,2,0,1,58,84,142,"Gustavo Petro",0.183098591549296,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,2,2,535,199,199,0,0,0,22,177,"periferico"
"91530","Puerto Alegría","Amazonas","PUERTO ALEGRIA","AMAZONAS","PUERTO ALEGRIA",292,292,5,145,4,129,0,1,0,8,0.982876712328767,0.503424657534247,0.0171232876712329,0.496575342465753,29,0.479452054794521,"Partido Liberal Colombiano",34,5,0.630434782608696,0.568052930056711,1.7603993344426,46,0.202647636248507,0.307075482392161,0.628091140894928,0.791654297175949,"High-High","High-High","Captura territorial",133,"Partido_53",111,13,60,0.709763129628583,0.736842105263158,0,0,36,80,"Gustavo Petro",52,18,0.4821875,0.425,52,7,18,3,0,0,0,0,0,0,0,0,1,1,75,73,1,0,1,34,31,6,1,1,0,0,0,75,"Iván Duque",0.404391067742541,1,1,73,72,0,0,1,32,40,72,"Gustavo Petro",0.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,1,1,289,129,128,1,0,0,20,108,"periferico"
"91407","La Pedrera","Amazonas","LA PEDRERA","AMAZONAS","LA PEDRERA",1332,1332,77,583,46,403,0,20,2,23,0.942192192192192,0.562312312312312,0.0578078078078078,0.437687687687688,7.57142857142857,0.37987987987988,"Partido Conservador Colombiano",137,55,0.263665594855305,0.258072187012128,3.8748848203197,311,0.544139616574391,0.530819820511291,0.66334011847729,0.450708745147575,"High-High","High-High","Captura territorial",542,"Partido_53",443,64,60,0.684610775997059,0.699261992619926,16,85,189,225,"Gustavo Petro",167,28,0.57921975308642,0.617777777777778,167,28,25,5,0,0,0,0,0,0,0,0,3,3,231,229,0,2,0,21,150,20,29,9,0,0,0,231,"Gustavo Petro",0.462672336530577,3,3,249,248,1,0,0,66,182,248,"Gustavo Petro",0.467741935483871,0,0,2,2,0,0,2,2,0,0,0,0,4,TRUE,2026,4,4,1348,472,467,1,4,4,52,411,"control_armado"
"97511","Pacoa","Vaupés","PACOA","VAUPES","BUENOS AIRES (PACOA)",1258,1258,71,598,37,421,0,27,3,10,0.943561208267091,0.524642289348172,0.0564387917329094,0.475357710651828,8.42253521126761,0.418918918918919,"Pacto Histórico",137,88,0.161716171617162,0.302791665305144,3.30260081297888,303,0.512753192036361,0.562681143810285,0.627705693974781,0.490020416857866,"No significativo","High-High","Captura territorial",638,"Partido de la U",330,288,61,0.471737699118523,0.0658307210031348,10,55,189,237,"Gustavo Petro",194,18,0.6788620057327,0.742616033755274,194,18,10,3,6,5,0,1,0,0,0,0,4,4,181,174,4,2,1,12,48,1,91,22,0,0,0,181,"Germán Vargas Lleras",0.370392390011891,4,4,167,165,1,1,0,73,92,165,"Gustavo Petro",0.115151515151515,0,1,0,1,0,0,0,0,0,0,0,0,1,FALSE,2026,6,6,1253,582,579,2,1,2,16,561,"control_armado"
"97889","Yavaraté","Vaupés","YAVARATE","VAUPES","YAVARATE",1062,1062,48,420,39,241,0,19,1,6,0.954802259887006,0.604519774011299,0.0451977401129944,0.395480225988701,8.75,0.350282485875706,"Partido de la U",72,55,0.0813397129186603,0.217462970170097,4.59848405095273,209,0.541760149600296,0.621523333052021,0.710773373442598,0.460099959955011,"No significativo","No significativo","Captura territorial",504,"Partido de la U",278,196,61,0.458797871000252,0.162698412698413,12,80,153,288,"Gustavo Petro",203,32,0.522400655864198,0.59375,203,32,30,12,6,4,1,0,0,0,0,0,4,4,298,296,2,0,0,28,88,8,144,24,1,3,0,298,"Germán Vargas Lleras",0.341410244704164,4,4,314,307,5,2,0,161,146,307,"Iván Duque",0.0488599348534202,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,4,4,1059,386,382,3,1,2,32,348,"periferico"
"94885","La Guadalupe","Guainía","LA GUADALUPE","GUAINIA","LA GUADALUPE",213,213,8,83,8,79,0,0,0,1,0.962441314553991,0.610328638497653,0.0375586854460094,0.389671361502347,10.375,0.352112676056338,"Alianza por Colombia",58,8,0.632911392405063,0.556160871655183,1.79804091040046,79,0.213767027559632,0.262432321303365,0.720434627953368,0.779700615657482,"No significativo","High-High","Captura territorial",137,"Partido de la U",78,55,63,0.485641216900208,0.167883211678832,0,15,45,51,"Rodolfo Hernández",26,22,0.447904652056901,0.0784313725490196,22,0,26,1,0,0,2,0,0,0,0,0,1,1,52,48,1,2,1,28,5,3,11,0,0,1,0,52,"Iván Duque",0.407986111111111,1,1,33,32,1,0,0,23,9,32,"Iván Duque",0.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,1,1,211,70,70,0,0,1,41,28,"periferico"
"97777","Papunaua","Vaupés","PAPUNAUA","VAUPES","MORICHAL (PAPUNAGUA)",183,183,74,71,63,66,0,2,0,1,0.595628415300546,0.612021857923497,0.404371584699454,0.387978142076503,0.959459459459459,-0.0163934426229508,"Alianza por Colombia",31,14,0.265625,0.30419921875,3.28731942215088,64,0.875277490329763,0.481949887499672,0.527391771266684,0.122209146435745,"No significativo","No significativo","Periferia democrática",105,"Partido_7",52,31,61,0.369070294784581,0.2,30,120,216,78,"Gustavo Petro",62,8,0.645627876397107,0.692307692307692,62,3,3,8,1,0,0,1,0,0,0,0,1,1,23,22,0,0,1,0,7,0,10,5,0,0,0,23,"Germán Vargas Lleras",0.359504132231405,1,1,28,28,0,0,0,8,20,28,"Gustavo Petro",0.428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,2,2,186,102,102,0,0,0,22,80,"control_armado"
"94887","Paná-Paná","Guainía","PANA PANA","GUAINIA","PANA PANA (CAMPO ALEGRE)",633,633,48,320,41,298,0,3,0,19,0.924170616113744,0.494470774091627,0.0758293838862559,0.505529225908373,6.66666666666667,0.429699842022117,"Partido de la U",185,65,0.406779661016949,0.447055443837978,2.2368590155507,295,0.498290762725068,0.425224295423228,0.588291536378595,0.500384666982506,"No significativo","No significativo","Captura territorial",429,"Partido de la U",229,194,63,0.489505055938622,0.0815850815850816,12,45,234,161,"Gustavo Petro",92,25,0.383434281084835,0.416149068322981,92,21,25,20,0,3,0,0,0,0,0,0,3,3,150,139,8,2,1,13,76,14,22,13,0,1,0,150,"Gustavo Petro",0.351689871124683,3,3,156,150,5,1,0,60,90,150,"Gustavo Petro",0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,4,4,624,278,276,1,1,4,108,164,"periferico"
"94883","San Felipe","Guainía","SAN FELIPE","GUAINIA","SAN FELIPE",933,933,27,193,20,166,0,2,1,0,0.971061093247588,0.793140407288317,0.0289389067524116,0.206859592711683,7.14814814814815,0.177920685959271,"Partido Conservador Colombiano",33,32,0.00609756097560976,0.140243902439024,7.1304347826087,164,0.667799920690758,0.688860053003039,0.901468467610939,0.333362962754133,"High-High","High-High","Periferia democrática",496,"Partido de la U",240,224,63,0.439426703954214,0.032258064516129,6,15,126,134,"Rodolfo Hernández",61,44,0.337714413009579,0.126865671641791,44,18,61,9,1,0,0,1,0,0,0,0,3,3,261,255,1,3,2,121,16,10,102,4,0,1,1,261,"Iván Duque",0.390911188004614,3,3,241,235,1,5,0,170,65,235,"Iván Duque",0.446808510638298,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,3,3,925,264,264,0,0,2,126,136,"conflicto_activo"
