"cod_dane","municipio","departamento","municipio_std","departamento_std","nombre_municipio","cn_censo_electoral","se_censo_electoral","cn_votantes","se_votantes","cn_votos_validos","se_votos_validos","cn_votos_blancos","se_votos_blancos","cn_votos_nulos","se_votos_nulos","cn_abstencion","se_abstencion","cn_participacion","se_participacion","se_cn_ratio","se_cn_brecha","se_partido_ganador","se_votos_ganador","se_votos_segundo","se_margen","se_HHI","se_ENP","se_total_votos","se_indice_autonomia","se_indice_competencia","se_indice_periferia","se_indice_captura","se_lisa_captura","se_lisa_periferia","se_cluster_tipo","ca_votos_totales","ca_partido_ganador","ca_votos_ganador","ca_votos_segundo","ca_n_partidos","ca_HHI","ca_margen","cn_coalicion","cn_fvida","cn_gran","p22_votos_totales","p22_ganador","p22_votos_ganador","p22_votos_segundo","p22_HHI","p22_margen","p22_petro","p22_fico","p22_rodolfo","p22_fajardo","p22_betancourt","p22_gomez","p22_perez","p22_milton","fiscal_multas","fiscal_responsabilidades","fiscal_disciplinares","fiscal_penales","p18_mesas","p18_total_mesas","p18_votantes","p18_votos_validos","p18_votos_blancos","p18_votos_nulos","p18_votos_no_marcados","p18_duque","p18_petro","p18_fajardo","p18_vargas","p18_delacalle","p18_blanco","p18_morales","p18_trujillo","p18_votos_totales","p18_ganador","p18_HHI","s18_mesas","s18_total_mesas","s18_votantes","s18_votos_validos","s18_votos_blancos","s18_votos_nulos","s18_votos_no_marcados","s18_duque","s18_petro","s18_votos_totales","s18_ganador","s18_margen","pv_subperiodo_1","pv_subperiodo_2","pv_subperiodo_3","pv_total","ct_subperiodo_1","ct_subperiodo_2","ct_subperiodo_3","ct_total","dm_subperiodo_1","dm_subperiodo_2","dm_subperiodo_3","dm_total","idx_exposicion","alta_exposicion","anio","mesas_total_2v2026","mesas_escrutadas_2v2026","censo_2v2026","votantes_2v2026","votos_validos_2v2026","votos_nulos_2v2026","votos_no_marcados_2v2026","votos_blanco_2v2026","votos_2v2026_abelardo_de_la_espriella","votos_2v2026_ivan_cepeda_castro","tipologia_d2"
"91405","La Chorrera","Amazonas","LA CHORRERA","AMAZONAS","LA CHORRERA",1159,1159,21,664,13,582,0,8,2,7,0.981880931837791,0.42709232096635,0.0181190681622088,0.57290767903365,31.6190476190476,0.554788610871441,"Partido Liberal Colombiano",220,101,0.2375249500998,0.259979043908192,3.84646387250019,501,0.395670785093452,0.59768220820804,0.553882850741884,0.600641916978665,"High-High","High-High","Captura territorial",635,"Partido_53",329,212,60,0.40002728005456,0.184251968503937,2,10,90,601,"Gustavo Petro",331,164,0.395306214545364,0.277870216306156,331,77,19,3,2,164,0,5,0,0,0,0,3,3,565,557,3,1,4,44,470,15,19,7,2,0,0,565,"Gustavo Petro",0.72029563350728,3,3,563,560,2,1,0,78,482,560,"Gustavo Petro",0.721428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,4,4,1132,666,665,1,0,1,40,624,"periferico"
"91669","Santander","Amazonas","SANTANDER","AMAZONAS","PUERTO SANTANDER",592,592,9,182,3,154,0,11,0,3,0.984797297297297,0.692567567567568,0.0152027027027027,0.307432432432432,20.2222222222222,0.29222972972973,"Partido Liberal Colombiano",23,18,0.0694444444444444,0.217978395061728,4.58761061946903,72,0.451579700915617,0.588594025908746,0.811680677905253,0.550925832059811,"High-High","High-High","Captura territorial",202,"Partido_53",114,76,60,0.462013528085482,0.188118811881188,0,5,18,149,"Gustavo Petro",98,27,0.476149722985451,0.476510067114094,98,27,14,5,0,4,0,1,0,0,0,0,2,2,168,165,1,2,0,27,85,3,47,2,0,0,1,168,"Gustavo Petro",0.373810835629017,2,2,166,163,2,1,0,48,115,163,"Gustavo Petro",0.411042944785276,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,2,2,572,201,200,0,1,2,40,158,"periferico"
"91460","Mirití-Paraná","Amazonas","MIRITI PARANA","AMAZONAS","MIRITI PARANA",553,553,11,194,8,176,0,0,0,0,0.980108499095841,0.649186256781193,0.0198915009041591,0.350813743218806,17.6363636363636,0.330922242314647,"Partido Liberal Colombiano",81,13,0.581196581196581,0.501789758200015,1.99286650167419,117,0.235049418482032,0.276276630771321,0.767318390580844,0.757861950102364,"High-High","High-High","Captura territorial",233,"Partido_53",150,74,60,0.51629243493157,0.32618025751073,6,10,27,85,"Gustavo Petro",76,4,0.80401384083045,0.847058823529412,76,4,4,1,0,0,0,0,0,0,0,0,2,2,77,77,0,0,0,4,59,2,5,7,0,0,0,77,"Gustavo Petro",0.602968460111317,2,2,84,84,0,0,0,12,72,84,"Gustavo Petro",0.714285714285714,1,1,0,2,0,0,0,0,0,0,0,0,2,FALSE,2026,3,3,560,167,167,0,0,1,3,163,"control_armado"
"91430","La Victoria","Amazonas","LA VICTORIA","AMAZONAS","LA VICTORIA",76,76,29,49,9,27,0,2,5,2,0.618421052631579,0.355263157894737,0.381578947368421,0.644736842105263,1.68965517241379,0.263157894736842,"Partido Liberal Colombiano",11,9,0.0833333333333333,0.378472222222222,2.64220183486239,24,0.862192702378602,0.636622082117095,0.291652035269135,0.149126926393232,"Low-High","Low-High","Democracia competitiva",33,"Partido Liberal Colombiano",20,7,60,0.445362718089991,0.393939393939394,0,15,54,25,"Gustavo Petro",21,2,0.7184,0.76,21,2,0,2,0,0,0,0,0,0,0,0,1,1,19,18,1,0,0,2,14,1,0,1,0,0,0,19,"Gustavo Petro",0.623456790123457,1,1,17,16,1,0,0,5,11,16,"Gustavo Petro",0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,1,1,75,32,32,0,0,0,0,32,"control_armado"
"52560","Potosí","Nariño","POTOSI","NARINO","POTOSI",10164,10164,1021,5717,811,5405,0,77,72,132,0.899547422274695,0.437524596615506,0.100452577725305,0.562475403384494,5.59941234084231,0.462022825659189,"Partido Conservador Colombiano",1329,530,0.250234888819292,0.241621857396519,4.13869842229931,3193,0.655493569688744,0.601417400507205,0.520256051555777,0.339071955722193,"No significativo","No significativo","Dominio partidista",5056,"Partido_71",1560,1369,66,0.213620191200328,0.0377768987341772,106,1315,4455,4493,"Gustavo Petro",2724,1103,0.442322946756606,0.360783440908079,2724,531,1103,100,4,10,3,18,0,0,2,0,32,32,4118,3938,109,45,26,1355,1360,934,220,39,16,7,7,4118,"Gustavo Petro",0.297139950595325,32,32,5145,4944,134,49,18,1933,3011,4944,"Gustavo Petro",0.218042071197411,1,0,0,1,1,0,0,1,0,0,0,0,2,FALSE,2026,36,36,10132,6839,6795,33,11,59,2216,4520,"periferico"
"86569","Puerto Caicedo","Putumayo","PUERTO CAICEDO","PUTUMAYO","PUERTO CAICEDO",10874,10874,742,5135,474,4663,0,186,91,119,0.931763840353136,0.527772668751149,0.0682361596468641,0.47222733124885,6.92048517520216,0.403991171601986,"Pacto Histórico",1669,776,0.200809534517652,0.207340645330869,4.82298103396093,4447,0.609447054956617,0.614985709486902,0.624466120409507,0.385637031133867,"No significativo","High-High","Dominio partidista",4719,"Partido_131",1497,1300,63,0.238651053365265,0.0417461326552236,128,585,2637,4796,"Gustavo Petro",3872,468,0.666994875490487,0.70975813177648,3872,354,468,68,4,4,2,24,0,0,20,2,27,27,4102,3899,103,66,34,396,3007,222,99,137,25,6,7,4102,"Gustavo Petro",0.610227690056196,27,27,4657,4467,101,78,11,606,3861,4467,"Gustavo Petro",0.728676964405641,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,34,34,10806,7414,7257,130,27,158,1314,5785,"control_armado"
"52215","Córdoba","Nariño","CORDOBA","NARINO","CORDOBA",11528,11528,802,5198,570,4934,0,128,54,90,0.930430256766135,0.549097848716169,0.0695697432338654,0.450902151283831,6.48129675810474,0.381332408049965,"Pacto Histórico",1181,468,0.220606435643564,0.196256992267915,5.09535985670705,3232,0.630561101839681,0.61025841936856,0.644342486855238,0.362841500276369,"No significativo","No significativo","Periferia democrática",4819,"Partido_71",1722,1269,66,0.22168565572371,0.0940029051670471,92,945,3015,5592,"Gustavo Petro",4526,488,0.670264630547215,0.722103004291845,4526,488,480,78,1,9,0,10,1,0,0,0,30,30,4729,4558,102,43,26,912,3103,248,158,108,19,4,6,4729,"Gustavo Petro",0.508223923296843,30,30,5631,5475,92,47,17,1219,4256,5475,"Gustavo Petro",0.554703196347032,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,35,35,11429,8196,8154,34,8,76,1241,6837,"periferico"
"52573","Puerres","Nariño","PUERRES","NARINO","PUERRES",7874,7874,830,4628,643,4452,0,72,72,88,0.894589789179578,0.412242824485649,0.105410210820422,0.587757175514351,5.57590361445783,0.482346964693929,"Pacto Histórico",1188,765,0.105014895729891,0.174503648245795,5.73053921824868,4028,0.714181400965596,0.745265042358566,0.49322166984089,0.283903634416363,"No significativo","No significativo","Dominio partidista",4391,"Partido_26",1118,844,66,0.162549263179416,0.0624003643816898,92,1025,3528,4687,"Gustavo Petro",3508,610,0.587844010522775,0.618305952634948,3508,610,479,78,4,3,0,5,0,0,10,0,22,22,4252,4087,95,59,11,1082,2100,421,433,32,12,3,4,4252,"Gustavo Petro",0.356001941860449,22,22,4668,4490,114,53,11,1616,2874,4490,"Gustavo Petro",0.280178173719376,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,24,24,7775,5473,5437,29,7,52,1533,3852,"periferico"
"86320","Orito","Putumayo","ORITO","PUTUMAYO","ORITO",32110,32110,2084,13801,1419,12471,0,518,256,401,0.935098100280287,0.570196200560573,0.0649018997197135,0.429803799439427,6.62236084452975,0.364901899719713,"Pacto Histórico",5607,1891,0.320427696818143,0.278480014139893,3.59092196647783,11597,0.572980153794436,0.490969385742686,0.6671850223544,0.420146485203816,"No significativo","No significativo","Captura territorial",12163,"Partido_127",4676,3061,63,0.255327932771879,0.132779741840007,384,2365,6786,15769,"Gustavo Petro",13360,1259,0.727156210650677,0.767391717927579,13360,833,1259,199,7,16,11,84,0,0,18,1,73,73,13221,12694,176,126,225,1205,9918,1139,161,194,34,20,23,13221,"Gustavo Petro",0.627913866131187,73,73,14193,13838,205,132,18,1790,12048,13838,"Gustavo Petro",0.741292094233271,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,98,98,31867,21439,21253,160,26,187,2688,18378,"produccion_intensiva"
"52210","Contadero","Nariño","CONTADERO","NARINO","CONTADERO",6473,6473,657,3616,524,3420,0,74,48,66,0.898501467634791,0.441371852309594,0.101498532365209,0.558628147690406,5.50380517503805,0.457129615325197,"Partido Conservador Colombiano",832,809,0.00925925925925926,0.238645203699814,4.19032096391041,2484,0.723645653641513,0.701794673032388,0.523414500300948,0.283198004403993,"No significativo","No significativo","Dominio partidista",3556,"Partido_71",1144,745,66,0.208774662447284,0.112204724409449,110,405,3492,3288,"Gustavo Petro",2077,584,0.461604093037574,0.454075425790754,2077,584,578,35,1,8,1,4,0,0,0,0,17,17,2522,2447,47,16,12,648,1052,602,115,16,9,4,1,2522,"Gustavo Petro",0.317730575574471,17,17,3266,3159,77,24,6,1215,1944,3159,"Gustavo Petro",0.230769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,21,21,6451,4552,4531,18,3,35,1491,3005,"periferico"
"52323","Gualmatán","Nariño","GUALMATAN","NARINO","GUALMATAN",5525,5525,604,3018,426,2863,0,149,46,85,0.890678733031674,0.453755656108597,0.109321266968326,0.546244343891403,4.99668874172185,0.436923076923077,"Pacto Histórico",791,445,0.156702898550725,0.210053855545054,4.76068386083737,2208,0.720519239574363,0.661760121070102,0.531216238764643,0.277005656616629,"No significativo","No significativo","Dominio partidista",2761,"Partido_26",768,753,66,0.194432044303114,0.00543281419775444,70,525,2574,3195,"Gustavo Petro",2169,571,0.50709427141881,0.500156494522692,2169,377,571,60,5,5,1,7,0,0,12,2,14,14,2916,2719,154,34,9,550,1265,456,359,20,22,39,8,2916,"Gustavo Petro",0.303197460395097,14,14,3199,3026,134,32,7,908,2118,3026,"Gustavo Petro",0.399867812293457,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,16,16,5455,4015,3984,29,2,66,1171,2747,"periferico"
"52585","Pupiales","Nariño","PUPIALES","NARINO","PUPIALES",15725,15725,2165,8450,1697,7788,0,289,177,249,0.862321144674086,0.462639109697933,0.137678855325914,0.537360890302067,3.90300230946882,0.399682034976153,"Pacto Histórico",2037,1598,0.0655321689804448,0.187839515742291,5.32369345208473,6699,0.807799963729334,0.721535816086488,0.524740877407608,0.193117787369702,"No significativo","No significativo","Democracia competitiva",7436,"Partido_26",1920,1704,66,0.171772697034418,0.0290478752017214,346,1895,10305,8227,"Gustavo Petro",4801,2358,0.433388587051955,0.296949070134922,4801,828,2358,193,13,18,3,13,0,0,14,0,39,39,7234,6745,276,169,44,2296,2325,1684,300,90,21,16,13,7234,"Gustavo Petro",0.299189241021408,39,39,8259,7799,296,145,19,3309,4490,7799,"Gustavo Petro",0.151429670470573,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,46,46,15639,11223,11069,135,19,138,4223,6708,"periferico"
"18785","Solita","Caquetá","SOLITA","CAQUETA","SOLITA",6245,6245,283,1968,233,1740,0,86,18,79,0.954683746997598,0.684867894315452,0.0453162530024019,0.315132105684548,6.95406360424028,0.269815852682146,"Partido Liberal Colombiano",386,239,0.088875453446191,0.141769101763487,7.05372318481848,1654,0.656091964007528,0.697038818647692,0.788266514903628,0.340883095191306,"No significativo","High-High","Periferia democrática",1721,"Partido_42",578,493,64,0.238423669602791,0.0493898895990703,40,125,1692,1913,"Rodolfo Hernández",1227,410,0.472009955270689,0.427077888133821,410,230,1227,25,2,5,1,13,0,0,0,0,15,15,1792,1598,93,74,27,979,302,172,65,52,9,11,8,1792,"Iván Duque",0.425415608684823,15,15,1930,1774,97,54,5,1343,431,1774,"Iván Duque",0.514092446448703,0,0,1,1,0,0,0,0,0,0,0,0,1,FALSE,2026,18,18,6175,3246,3163,65,18,93,1605,1465,"control_armado"
"52352","Iles","Nariño","ILES","NARINO","ILES",7655,7655,671,3836,467,3499,0,83,43,108,0.912344872632266,0.49888961463096,0.0876551273677335,0.50111038536904,5.71684053651267,0.413455258001306,"Pacto Histórico",1041,589,0.163471971066908,0.226686722758323,4.41137437531411,2765,0.676217284089593,0.623780107396548,0.586280590526861,0.321945598718884,"No significativo","No significativo","Periferia democrática",3512,"Partido_26",980,777,66,0.188911528842212,0.0578018223234624,102,600,2664,3606,"Gustavo Petro",2681,481,0.581008450511857,0.610094287298946,2681,362,481,69,1,5,1,6,0,0,0,1,21,21,3054,2951,58,26,19,689,1843,205,153,48,4,3,6,3054,"Gustavo Petro",0.452339413400922,21,21,3711,3620,47,28,16,953,2667,3620,"Gustavo Petro",0.473480662983425,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,24,24,7583,5048,5006,29,13,38,1160,3808,"periferico"
"52317","Guachucal","Nariño","GUACHUCAL","NARINO","GUACHUCAL",14949,14949,1003,7954,832,7381,0,326,52,191,0.932905211050906,0.467924275871296,0.0670947889490936,0.532075724128704,7.93020937188435,0.464980935179611,"Pacto Histórico",1348,1335,0.00320829220138203,0.239633286524929,4.17304296286054,4052,0.598185307434037,0.69224029356204,0.567303202484295,0.409029780817392,"No significativo","No significativo","Dominio partidista",7213,"Partido_71",2718,1573,66,0.240733891425492,0.15874116179121,122,1620,4023,8612,"Gustavo Petro",6794,852,0.6414884047988,0.689967487227125,6794,852,825,108,7,14,2,10,0,0,4,0,40,40,7340,7141,112,57,30,1462,4873,479,208,88,15,7,9,7340,"Gustavo Petro",0.513084148272613,40,40,9096,8889,137,57,13,1756,7133,8889,"Gustavo Petro",0.604904938688266,0,0,1,1,0,0,1,1,0,0,0,0,2,FALSE,2026,45,45,14894,11744,11663,58,23,100,2528,9035,"periferico"
"52287","Funes","Nariño","FUNES","NARINO","FUNES",6062,6062,633,3335,518,3160,0,35,37,75,0.89557901682613,0.449851534147146,0.10442098317387,0.550148465852854,5.26856240126382,0.445727482678984,"Partido Conservador Colombiano",1394,498,0.330383480825959,0.319902367713473,3.12595373128239,2712,0.628815311659297,0.516555805851876,0.530048493529264,0.366256889108602,"No significativo","No significativo","Dominio partidista",3170,"Partido_118",1287,656,66,0.248728119495666,0.199053627760252,34,230,4095,3157,"Gustavo Petro",1796,1059,0.443114129934745,0.233449477351916,1796,1059,262,23,2,2,7,6,0,0,2,0,18,18,2736,2676,32,17,11,1466,764,148,256,28,7,5,2,2736,"Iván Duque",0.393955377032405,18,18,3203,3109,57,28,9,1701,1408,3109,"Iván Duque",0.0942425217111611,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,20,20,5987,4271,4250,16,5,20,1506,2724,"periferico"
"86571","Puerto Guzmán","Putumayo","PUERTO GUZMAN","PUTUMAYO","PUERTO GUZMAN",13086,13086,618,5272,432,4597,0,244,56,175,0.952773956900504,0.597126700290387,0.0472260430994956,0.402873299709613,8.53074433656958,0.355647256610118,"Pacto Histórico",1832,644,0.274555119020106,0.22934483167671,4.3602465016941,4327,0.499751362571967,0.533831162886862,0.70256073388692,0.492828012783897,"No significativo","High-High","Captura territorial",4732,"Partido_131",1307,1283,63,0.221223961031491,0.00507185122569738,110,415,2646,4604,"Gustavo Petro",2854,1158,0.456849462674017,0.368375325803649,2854,432,1158,97,8,20,4,31,0,0,24,0,35,35,4412,4114,184,73,41,1269,2273,260,88,127,42,23,32,4412,"Gustavo Petro",0.405903552355345,35,35,4812,4607,133,57,15,1770,2837,4607,"Gustavo Petro",0.23160408074669,2,0,0,2,1,0,0,1,0,0,0,0,3,TRUE,2026,44,44,12863,7509,7409,85,15,126,1810,5473,"produccion_intensiva"
"52506","Ospina","Nariño","OSPINA","NARINO","OSPINA",6102,6102,760,3527,544,3308,0,81,65,99,0.875450671910849,0.421992789249426,0.124549328089151,0.578007210750574,4.64078947368421,0.453457882661423,"Partido Conservador Colombiano",1062,965,0.030570438071226,0.237624540260465,4.20831955699475,3173,0.763516520534493,0.702029454717772,0.492475193227369,0.242165042252015,"No significativo","No significativo","Democracia competitiva",3298,"Partido_118",1006,930,66,0.209677217682694,0.0230442692540934,74,345,3942,2639,"Gustavo Petro",1503,570,0.404656965122659,0.353543008715422,1503,480,570,60,6,14,2,4,0,0,4,0,18,18,2186,2048,99,23,16,869,740,185,158,81,8,2,5,2186,"Iván Duque",0.326285362243652,18,18,2901,2748,111,31,11,1272,1476,2748,"Gustavo Petro",0.074235807860262,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,19,19,6043,4148,4103,36,9,64,1482,2557,"periferico"
"86885","Villagarzón","Putumayo","VILLAGARZON","PUTUMAYO","VILLAGARZON",21155,21155,2439,9546,1768,8820,0,414,289,233,0.884708106830536,0.54875915859135,0.115291893169463,0.45124084140865,3.91389913899139,0.335948948239187,"Pacto Histórico",3031,1374,0.201238766091814,0.198645296677715,5.03409855015302,8234,0.768951729318007,0.615597937627886,0.619749620641551,0.225593743089308,"No significativo","No significativo","Periferia democrática",8667,"Partido_127",2769,2156,63,0.221581740425911,0.0707280489211953,484,1490,11052,9744,"Gustavo Petro",5988,2261,0.44359949687366,0.382491789819376,5988,1024,2261,159,13,20,5,274,0,0,4,0,48,48,8543,8028,263,197,55,2772,3814,970,189,188,50,22,23,8543,"Gustavo Petro",0.360651614466458,48,48,9390,8820,296,243,31,3580,5240,8820,"Gustavo Petro",0.188208616780045,0,0,1,1,0,0,1,1,0,0,0,0,2,FALSE,2026,64,64,21204,13967,13779,150,38,210,3573,9996,"control_armado"
"52720","Sapuyes","Nariño","SAPUYES","NARINO","SAPUYES",5983,5983,718,3403,552,3188,0,56,40,75,0.879993314390774,0.431221795086077,0.120006685609226,0.568778204913923,4.73955431754875,0.448771519304697,"Partido Conservador Colombiano",1026,789,0.0845824411134904,0.233753192503978,4.2780164381412,2802,0.745549515408979,0.678981198595548,0.503794392617279,0.25711049110757,"High-High","No significativo","Dominio partidista",3224,"Partido_26",660,602,66,0.160788503100198,0.0179900744416873,134,620,3249,2875,"Gustavo Petro",1909,553,0.490461277882798,0.471652173913043,1909,553,307,98,1,3,0,4,0,0,0,0,16,16,2469,2397,55,11,6,737,1208,188,215,29,6,3,11,2469,"Gustavo Petro",0.362881114952305,16,16,3233,3152,58,18,5,1265,1887,3152,"Gustavo Petro",0.197335025380711,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,19,19,5942,4375,4336,36,3,37,1291,3008,"periferico"
"52354","Imués","Nariño","IMUES","NARINO","IMUES",6858,6858,557,4153,467,4002,0,59,38,68,0.91878098571012,0.3944298629338,0.0812190142898804,0.6055701370662,7.45601436265709,0.52435112277632,"Alianza por Colombia",914,849,0.0171503957783641,0.191281597872474,5.22789442958697,3790,0.633707778687436,0.766076366178298,0.488866608292297,0.369915033363935,"No significativo","No significativo","Dominio partidista",3896,"Partido_21",973,833,66,0.168592201130839,0.0359342915811088,82,330,3240,3390,"Gustavo Petro",2302,544,0.505290938992873,0.51858407079646,2302,544,456,58,3,9,0,18,1,0,5,1,21,21,3021,2900,84,29,8,913,1236,264,443,18,9,5,12,3021,"Gustavo Petro",0.312449821640904,21,21,3294,3193,62,32,7,1332,1861,3193,"Gustavo Petro",0.1656749138741,0,0,0,0,0,0,0,0,0,2,0,2,0,FALSE,2026,25,25,6831,4922,4888,26,8,52,1363,3473,"periferico"
"18205","Curillo","Caquetá","CURILLO","CAQUETA","CURILLO",7866,7866,520,2455,420,2206,0,64,28,108,0.933892702771421,0.68789727943046,0.0661072972285787,0.31210272056954,4.72115384615385,0.245995423340961,"Cambio Radical",285,279,0.00280767430978007,0.11535748797454,8.66870471573297,2137,0.802801789915405,0.805481158327347,0.780156276414652,0.197053094333752,"No significativo","High-High","Periferia democrática",2209,"Partido_42",767,539,64,0.236912003059216,0.103214124038026,76,220,3042,2648,"Rodolfo Hernández",1613,632,0.443968143317421,0.370468277945619,632,332,1613,32,6,10,1,22,0,0,14,3,21,21,2646,2519,64,44,19,1684,491,210,61,46,8,7,12,2646,"Iván Duque",0.492811520101063,21,21,2676,2530,98,35,13,1835,695,2530,"Iván Duque",0.450592885375494,0,1,0,1,0,1,0,1,0,0,0,0,2,FALSE,2026,23,23,7736,3727,3666,52,9,93,1913,1660,"control_armado"
"18756","Solano","Caquetá","SOLANO","CAQUETA","SOLANO",9026,9026,467,2425,316,2113,0,100,23,76,0.948260580545092,0.731331708397961,0.051739419454908,0.268668291602039,5.19271948608137,0.21692887214713,"Pacto Histórico",419,387,0.016554578375582,0.138644326264576,7.21270049011376,1933,0.767704243082406,0.714531241953929,0.829706777747742,0.232823164283355,"High-High","High-High","Periferia democrática",2095,"Partido_42",587,541,64,0.220530300009683,0.0219570405727924,90,390,1737,2289,"Gustavo Petro",1232,775,0.413429586406849,0.199650502402796,1232,214,775,41,5,10,1,11,0,0,4,0,24,24,1836,1718,71,38,9,549,763,223,116,43,8,10,6,1836,"Gustavo Petro",0.321440720116116,24,24,2136,2029,65,28,14,894,1135,2029,"Gustavo Petro",0.118777723016264,0,1,0,1,0,0,0,0,0,0,0,0,1,FALSE,2026,31,31,8884,4607,4548,39,20,102,1048,3398,"control_armado"
"52885","Yacuanquer","Nariño","YACUANQUER","NARINO","YACUANQUER",9177,9177,785,5527,618,5166,0,129,72,146,0.914460063201482,0.39773346409502,0.085539936798518,0.60226653590498,7.04076433121019,0.516726599106462,"Pacto Histórico",1540,1129,0.0867637745408486,0.209867085541358,4.76492060401215,4737,0.631887151975268,0.714637089469447,0.489762182950613,0.369241482817687,"No significativo","No significativo","Dominio partidista",5135,"Partido Conservador Colombiano",1594,1445,66,0.213599322669615,0.029016553067186,134,405,4230,5353,"Gustavo Petro",3942,807,0.573254969209316,0.585652904913133,3942,807,477,88,7,17,2,13,0,0,0,0,25,25,4385,4120,129,98,38,903,2155,260,671,69,26,3,33,4385,"Gustavo Petro",0.352479852012442,25,25,4908,4682,135,74,17,1545,3137,4682,"Gustavo Petro",0.340025630072619,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,28,28,9162,6898,6819,68,11,69,1614,5136,"periferico"
"86760","Santiago","Putumayo","SANTIAGO","PUTUMAYO","SANTIAGO",6857,6857,501,3824,402,3590,0,102,30,78,0.926935977832872,0.44232171503573,0.0730640221671285,0.55767828496427,7.63273453093812,0.484614262797142,"Partido Conservador Colombiano",1106,1064,0.0128794848206072,0.249644046743497,4.00570337264031,3261,0.608250304816095,0.69141951795128,0.53942229665946,0.399059476818687,"No significativo","No significativo","Dominio partidista",3352,"Partido_56",1124,1098,63,0.263172415855458,0.00775656324582339,56,540,2394,2947,"Gustavo Petro",2211,415,0.590758530210624,0.609433322022396,2211,415,260,47,2,7,1,4,0,0,0,1,17,17,2579,2490,40,32,17,634,1541,188,42,76,5,3,1,2579,"Gustavo Petro",0.454755729746294,17,17,2984,2875,61,42,6,1043,1832,2875,"Gustavo Petro",0.274434782608696,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,19,19,6715,4376,4348,18,10,40,876,3432,"periferico"
"52788","Tangua","Nariño","TANGUA","NARINO","TANGUA",10365,10365,911,5775,696,5336,0,105,66,163,0.912108055957549,0.442836468885673,0.0878919440424506,0.557163531114327,6.33918770581778,0.469271587071876,"Pacto Histórico",1385,1228,0.0354321823516136,0.226595658366219,4.41314722095787,4431,0.676828178060545,0.700580740153506,0.532049595439578,0.327947083141283,"No significativo","No significativo","Dominio partidista",5125,"Partido_71",1512,1215,66,0.198272266508031,0.0579512195121951,118,565,4716,4751,"Gustavo Petro",3330,716,0.529069398853916,0.550199957903599,3330,716,577,82,3,12,3,28,0,0,2,3,32,32,4031,3793,146,64,28,1007,1533,402,515,308,5,15,8,4031,"Gustavo Petro",0.270116131753381,32,32,4819,4631,94,82,12,1733,2898,4631,"Gustavo Petro",0.251565536601166,0,0,0,0,0,0,0,0,1,0,0,1,0,FALSE,2026,36,36,10318,7257,7196,50,11,50,1815,5331,"periferico"
"52320","Guaitarilla","Nariño","GUAITARILLA","NARINO","GUAITARILLA",11274,11274,1717,6065,1131,5715,0,71,215,167,0.847702678729821,0.462036544261132,0.152297321270179,0.537963455738868,3.53232382061736,0.385666134468689,"Pacto Histórico",2161,1576,0.105008077544426,0.250113505134241,3.99818474201656,5571,0.798466108102298,0.644617984401132,0.516400847282687,0.204109852764803,"Low-High","No significativo","Democracia competitiva",5621,"Partido_71",1795,1532,66,0.215867087488429,0.0467888276107454,230,1835,5841,5747,"Gustavo Petro",4463,609,0.623754674403776,0.670610753436576,4463,609,552,82,4,14,1,22,0,0,8,0,33,33,4579,4418,65,79,17,1033,2798,259,200,106,10,5,7,4579,"Gustavo Petro",0.46182752520093,33,33,5670,5505,103,52,10,1330,4175,5505,"Gustavo Petro",0.516802906448683,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,36,36,11112,8011,7955,51,5,64,1463,6428,"periferico"
